CUSTOMER_ID,MATERIAL_ID,CALENDAR_DAY,QUANTITY,NET_VALUE,CUSTOMER_NAME,CUSTOMER_TYPE,REGION,COUNTRY,SALES_OFFICE_DESC,MATERIAL_DESC,MATERIAL_TYPE_DESC,PACK_TYPE_DESC
500113696,115583,10/29/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,10/30/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,10/31/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/01/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/02/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/03/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/04/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/05/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/06/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/07/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/08/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/09/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/10/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/11/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/12/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/13/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/14/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/15/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/16/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/17/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/18/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
500113696,115583,11/19/2022,12.0,6.0,PUBLIX #1500113696,DSD,BC,US,Calgary,115583COKE,SCL Finished Goods: Bev,Aluminum Can
